0.063681 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 
0.000002 0.063641 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 
0.000001 0.000002 0.063641 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 
0.000002 0.000001 0.000002 0.063361 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 
0.000001 0.000002 0.000001 0.000002 0.063121 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 
0.000002 0.000001 0.000002 0.000001 0.000002 0.063081 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 
0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063441 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 
0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063521 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 0.000001 
0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063401 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 0.000002 
0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063401 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 0.000001 
0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063321 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 0.000002 
0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063241 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000000 
0.000000 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.063361 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 0.000001 0.000002 
